5.024115799999999687e+00	1.430746771438129144e+03	-5.911889985465129939e+03
1.004823200000000050e+01	1.047808930592421802e+03	-3.212926267093083879e+03
1.507234700000000061e+01	8.697678287517461513e+02	-2.179598432124022565e+03
2.009646299999999997e+01	8.192279268449693745e+02	-1.649614949306507924e+03
2.512057899999999933e+01	7.837724462433543522e+02	-1.405586623864424610e+03
3.014469499999999869e+01	7.358277215722392839e+02	-1.177536399300762696e+03
3.516881000000000057e+01	7.430752380865786790e+02	-9.805644350588438556e+02
4.019292599999999993e+01	6.960246725911265457e+02	-9.007459132077716504e+02
4.521704199999999929e+01	7.068920816085511660e+02	-8.048300264850163330e+02
5.024115799999999865e+01	7.184332928091764643e+02	-7.163034856795894711e+02
5.526527300000000054e+01	6.907671802193419808e+02	-6.493541582760053643e+02
6.531350500000000636e+01	6.786927582096392371e+02	-6.342337716566131576e+02
7.033762099999999862e+01	6.714101450455012809e+02	-5.821804783400638144e+02
7.536173599999999340e+01	6.556185094943019749e+02	-5.333578046158680763e+02
8.540996800000000633e+01	6.566490475287832851e+02	-4.732356759863588991e+02
9.545819899999999336e+01	6.514358509693788619e+02	-4.200637177212568076e+02
1.055064299999999946e+02	6.602880930154533416e+02	-3.904068714526810595e+02
1.155546599999999984e+02	6.507778845622509607e+02	-3.626339239369344796e+02
1.256028900000000021e+02	6.326951901753835728e+02	-3.259657953426537915e+02
1.406752400000000023e+02	6.254831904104913747e+02	-2.902321932270020852e+02
1.557475900000000024e+02	6.315141813221962366e+02	-2.719673864707838220e+02
1.708199400000000026e+02	6.328631810877177486e+02	-2.605603082115697475e+02
1.858922799999999995e+02	6.249533176028878643e+02	-2.023350891550492179e+02
2.059887500000000102e+02	6.289550031420496907e+02	-2.046099233861953337e+02
2.260852099999999893e+02	6.194767767404041479e+02	-1.935795971455772815e+02
2.512057900000000075e+02	6.000298841324081422e+02	-1.835089970251887905e+02
2.763263699999999972e+02	6.214805048638453400e+02	-1.600152580789837771e+02
3.064710600000000227e+02	6.242619746368709457e+02	-1.576275941285543922e+02
3.366157600000000230e+02	5.903723094388013806e+02	-1.357763642208403780e+02
3.717845699999999738e+02	6.114072571736606960e+02	-1.270335288107184653e+02
4.069533799999999815e+02	5.812297259047397802e+02	-1.196561022512059225e+02
4.471462999999999965e+02	6.111418612500522158e+02	-1.117221196790886069e+02
4.923633399999999938e+02	6.021631304922018444e+02	-9.802511445837333781e+01
5.426045000000000300e+02	5.913330248795379021e+02	-9.465707452367138330e+01
5.978697700000000168e+02	6.159808574039086579e+02	-8.675691254084220816e+01
6.581591600000000426e+02	5.856328449251043367e+02	-7.909755425386708794e+01
7.234726699999999937e+02	5.945828525893875849e+02	-7.510361667597955204e+01
7.938102900000000091e+02	5.854373444174600536e+02	-6.512249038592065631e+01
8.741961400000000140e+02	5.853277817987233220e+02	-5.918427421348081907e+01
9.596061099999999442e+02	5.934448946116988282e+02	-5.788165167932571364e+01
1.055064300000000003e+03	5.922918443186501918e+02	-5.052610160029735198e+01
1.160570699999999988e+03	5.807759753959821865e+02	-4.275529446586847371e+01
1.276125399999999900e+03	5.726234113773051604e+02	-4.150282356173381970e+01
1.401728299999999990e+03	6.005303560772513265e+02	-4.175483405157848438e+01
1.542403499999999894e+03	6.184652765878514629e+02	-3.532169582879428305e+01
1.698151100000000042e+03	5.978169604794510406e+02	-3.580164147706905453e+01
1.868971099999999979e+03	5.830819320318795462e+02	-3.482407954165224595e+01
2.054863299999999981e+03	6.009870512531009581e+02	-3.118567150989776238e+01
2.260852100000000064e+03	6.030822167922352719e+02	-2.530386027697614182e+01
2.486937300000000050e+03	5.930491345073965022e+02	-2.314246536723833003e+01
2.738143099999999777e+03	5.760960220614058471e+02	-2.002439441794765784e+01
3.014469500000000153e+03	5.865735723722843886e+02	-1.409480336776808507e+01
3.315916400000000067e+03	5.591887359525759393e+02	-1.993460163727905510e+01
3.647507999999999811e+03	5.906546699845714556e+02	-1.481404471676145640e+01
4.014268500000000131e+03	5.944947825207740379e+02	-2.179027733165700553e+01
4.416197699999999713e+03	5.830549286805419342e+02	-1.026782114869860685e+01
4.858319900000000416e+03	6.094869978893159441e+02	-1.400084907108207943e+01
5.345659200000000055e+03	5.763907172183675129e+02	-1.170384844674789626e+01
