5.023610999999999827e+00	2.347070004852423608e+03	-5.215548078743442602e+03
1.004722199999999965e+01	1.539625077911681728e+03	-3.023916616868336405e+03
1.507083300000000037e+01	1.241994544285616939e+03	-2.277625097379905128e+03
2.009444399999999931e+01	1.093597792390526138e+03	-1.718004471635888422e+03
2.511805499999999824e+01	9.370236669299986261e+02	-1.489743236660470075e+03
3.014166600000000074e+01	9.214868386334069328e+02	-1.227399643961540050e+03
3.516527700000000323e+01	8.704651029334048644e+02	-1.104727130196326016e+03
4.018888799999999861e+01	8.618039773127549097e+02	-9.930450913197738601e+02
4.521249900000000110e+01	7.992495084446092051e+02	-8.923372127520391359e+02
5.023610999999999649e+01	8.325262399755481511e+02	-8.194530122423807370e+02
5.525972099999999898e+01	7.477242911965145140e+02	-7.710839379842936978e+02
6.530694300000000396e+01	7.480259254963075364e+02	-7.281388767467610705e+02
7.033055400000000645e+01	7.211584372005687555e+02	-6.578713691493506985e+02
7.535416499999999473e+01	7.264012931551030761e+02	-6.074842679438924051e+02
8.540138699999999972e+01	7.374287874096075939e+02	-5.370228186523695513e+02
9.544860799999999301e+01	6.872112147602447294e+02	-4.849347897198453552e+02
1.054958299999999980e+02	6.821284492687985903e+02	-4.585936459108128815e+02
1.155430499999999938e+02	6.989063421055218441e+02	-4.050558937202359289e+02
1.255902700000000038e+02	6.311257305870152550e+02	-3.907758090960985555e+02
1.406611100000000079e+02	6.744569186760636512e+02	-3.408002770911926405e+02
1.557319400000000087e+02	6.603809734339705528e+02	-3.356156098849654086e+02
1.708027700000000095e+02	6.471486175101878189e+02	-2.915886840035931868e+02
1.858736100000000135e+02	6.762361246660517509e+02	-2.565811165836985310e+02
2.059680500000000052e+02	6.371057702170077164e+02	-2.506746876444441909e+02
2.260624899999999968e+02	6.339235157900935747e+02	-2.255438907534118016e+02
2.511805500000000109e+02	6.113436957417000031e+02	-2.072428983366325213e+02
2.762986000000000217e+02	6.472323679914879904e+02	-1.975572630834577694e+02
3.064402699999999982e+02	6.160267455651628552e+02	-1.748253593809154154e+02
3.365819399999999746e+02	6.243267332604038984e+02	-1.615317139367310801e+02
3.717472099999999955e+02	6.038840658596824369e+02	-1.435111397362843775e+02
4.069124899999999911e+02	6.005257032594716975e+02	-1.397095854954785352e+02
4.471013800000000060e+02	6.051100988008406603e+02	-1.300738225389402771e+02
4.923138799999999833e+02	5.915427733671194801e+02	-1.202279341524146048e+02
5.425499800000000050e+02	6.033243083660705679e+02	-1.075098624856932901e+02
5.978097099999999955e+02	6.143833970718757200e+02	-9.432028967081912185e+01
6.580930399999999736e+02	5.867936157513065609e+02	-9.441594818987910287e+01
7.233999800000000278e+02	5.943729740656979175e+02	-8.286149754421126090e+01
7.937305300000000443e+02	5.959366468201070575e+02	-8.488367798228934191e+01
8.741083099999999604e+02	6.188570501724442465e+02	-7.626693457975365220e+01
9.595096999999999525e+02	6.001090392158565692e+02	-6.837914427068460554e+01
1.054958300000000008e+03	5.937034218144708575e+02	-6.270323125974880440e+01
1.160454099999999926e+03	5.863733867556168207e+02	-6.081785394586858473e+01
1.275997200000000021e+03	5.743901670575131675e+02	-5.632986954165876625e+01
1.401587500000000091e+03	5.909983850267603884e+02	-5.142381096898617443e+01
1.542248599999999897e+03	6.004490102180358235e+02	-4.696951868192705604e+01
1.697980499999999893e+03	5.691363486537329663e+02	-4.173615189896314348e+01
1.868783300000000054e+03	5.770468230797083606e+02	-3.819776397484636732e+01
2.054656899999999951e+03	5.814146945830211735e+02	-3.227119094564891100e+01
2.260624899999999798e+03	5.973788652979542348e+02	-3.120616397965159194e+01
2.486687399999999798e+03	5.396483361413187367e+02	-2.700132361086888722e+01
2.737867999999999938e+03	5.954703645503429925e+02	-2.905655954645880357e+01
3.014166600000000017e+03	5.868576065109957653e+02	-2.037768889860856092e+01
3.315583200000000033e+03	5.868663517740943689e+02	-2.145345723548293293e+01
3.647141599999999926e+03	5.930016394434996982e+02	-2.043737219186334642e+01
4.013865200000000186e+03	6.005802097889006745e+02	-1.530775812918395751e+01
4.415753999999999905e+03	5.806132806669558022e+02	-1.723717701493074372e+01
4.857831799999999930e+03	5.626425962616931429e+02	-1.586099663995512188e+01
5.345122099999999591e+03	5.755005347502559516e+02	-1.476134992479109620e+01
