5.024115799999999687e+00	1.706584707264309827e+03	-7.110179648733962495e+03
1.004823200000000050e+01	1.203682988810980532e+03	-3.797958641978807009e+03
1.507234700000000061e+01	1.029140821532642804e+03	-2.688564194248025615e+03
2.009646299999999997e+01	8.944424728924381043e+02	-2.064086070244005896e+03
2.512057899999999933e+01	8.454321961815115856e+02	-1.676612135752094673e+03
3.014469499999999869e+01	8.253161527433976516e+02	-1.378666744481186697e+03
3.516881000000000057e+01	7.622399801164451674e+02	-1.243412461029768338e+03
4.019292599999999993e+01	7.287143967653131540e+02	-1.113081003709404513e+03
4.521704199999999929e+01	7.075395750583585368e+02	-9.515028569197970683e+02
5.024115799999999865e+01	7.327632414817902600e+02	-8.983488706713923193e+02
5.526527300000000054e+01	7.151848249507555693e+02	-8.554579120475737000e+02
6.531350500000000636e+01	6.932710612215405490e+02	-7.659537740611580148e+02
7.033762099999999862e+01	7.033170175854160107e+02	-7.011535916933129329e+02
7.536173599999999340e+01	7.138189216192140520e+02	-6.692772022862169479e+02
8.540996800000000633e+01	6.853321111157783889e+02	-5.922347482802694003e+02
9.545819899999999336e+01	6.522123473786155046e+02	-5.489603462424099689e+02
1.055064299999999946e+02	6.664368882672437167e+02	-4.830752900968715267e+02
1.155546599999999984e+02	6.685337542645066833e+02	-4.410782534071630607e+02
1.256028900000000021e+02	6.759122810369836998e+02	-4.240136680544629257e+02
1.406752400000000023e+02	6.661079732234902622e+02	-3.629672426790307895e+02
1.557475900000000024e+02	6.363560719159430619e+02	-3.393561973274612455e+02
1.708199400000000026e+02	6.441842169880206939e+02	-3.056716249154758884e+02
1.858922799999999995e+02	6.553336415021832408e+02	-2.783638538721590407e+02
2.059887500000000102e+02	6.288592775902714038e+02	-2.602039864979387858e+02
2.260852099999999893e+02	6.266492345310026622e+02	-2.393715328095998132e+02
2.512057900000000075e+02	6.404848739045309003e+02	-2.131395804573541284e+02
2.763263699999999972e+02	5.950152619134253200e+02	-1.922709823700408265e+02
3.064710600000000227e+02	6.115205083141789828e+02	-1.841524543809211423e+02
3.366157600000000230e+02	6.189114655801924982e+02	-1.688916720165639163e+02
3.717845699999999738e+02	6.095238593581356099e+02	-1.503315292576849913e+02
4.069533799999999815e+02	6.088416951403665962e+02	-1.428599707330069464e+02
4.471462999999999965e+02	6.118463578785809887e+02	-1.292077262746636279e+02
4.923633399999999938e+02	5.889132187851652134e+02	-1.124560011285946075e+02
5.426045000000000300e+02	5.984779675602700308e+02	-1.142837214784979381e+02
5.978697700000000168e+02	5.954092618187544304e+02	-1.142455256967558626e+02
6.581591600000000426e+02	6.039838391142005776e+02	-9.936966528426373202e+01
7.234726699999999937e+02	6.053732072161498081e+02	-8.558917630108990693e+01
7.938102900000000091e+02	6.147119342534574571e+02	-8.002422068669191901e+01
8.741961400000000140e+02	5.857862756706514347e+02	-7.514065594805826720e+01
9.596061099999999442e+02	6.118146323831981590e+02	-6.805680080857055714e+01
1.055064300000000003e+03	5.981826306976644219e+02	-6.319052639517238390e+01
1.160570699999999988e+03	5.764069967354326991e+02	-6.906682940806942383e+01
1.276125399999999900e+03	5.683516956586020115e+02	-5.441996898878260680e+01
1.401728299999999990e+03	5.984744191289175888e+02	-5.174000388991863986e+01
1.542403499999999894e+03	5.967942431441848612e+02	-4.524087979824204808e+01
1.698151100000000042e+03	5.860731382264051490e+02	-4.074120346351947575e+01
1.868971099999999979e+03	5.704367872819274226e+02	-4.102431863348287777e+01
2.054863299999999981e+03	5.658098835243031317e+02	-3.565304630459653623e+01
2.260852100000000064e+03	5.735180112911119750e+02	-3.354802156015713166e+01
2.486937300000000050e+03	5.790771605410855045e+02	-3.034996287010323357e+01
2.738143099999999777e+03	5.572260670042596757e+02	-2.784793765665791909e+01
3.014469500000000153e+03	5.903265527555925019e+02	-2.328946841398914103e+01
3.315916400000000067e+03	5.940895482120262159e+02	-2.014259906342083184e+01
3.647507999999999811e+03	5.784353841515383010e+02	-2.052968982874959991e+01
4.014268500000000131e+03	5.994921643125057926e+02	-1.510998197750136285e+01
4.416197699999999713e+03	5.768497290145274974e+02	-1.622057902541357421e+01
4.858319900000000416e+03	5.821773369036927761e+02	-1.062409285395179559e+01
5.345659200000000055e+03	5.896865225488193119e+02	-9.384349243573581134e+00
